content_id,subject,sentiment_value,sentiment_word
zF9Mueid3pXalrP7,动力,0,
3HqNa5tQLnDRroW6,油耗,0,
9trKxFco3S5iBeka,动力,0,
LbDM2NeVnh9GPyUX,外观,0,
e2ATqS3JlL7ob1zy,油耗,0,
we7MboXtYGQCuByK,舒适性,0,
atYuVC4do9Z3EQ2X,价格,0,
CHn3flFZqRN2J0DY,安全性,0,
zCIjAPpcefManuRw,外观,0,
r4ph3Ad7ukP8nJRT,油耗,0,
IcgXbKotPaAMZ2Ck,动力,0,
KF3paJVsftS0kL9z,操控,0,
zF9Mueid3pXalrP7,操控,0,
o591G4LvY3uODzCZ,内饰,0,
aMFJAWuCiP3dQTOe,油耗,0,
khucIwyDv2Jir5LF,安全性,0,
XK9dD5vynI4oGskJ,舒适性,0,
6HxLhDasVpPgMm8K,舒适性,0,
9SHwLQYjuI5dRtvN,油耗,0,
M4GuJmcIwU1THDed,油耗,0,
pURWwJXEY9boHvLq,动力,0,
23VdWzG4iAgYZtSR,安全性,0,
az2weAL6kCjmvVru,内饰,-1,
dm6eXoIg9Df0nFaV,配置,0,
nZ56RpHemMzEYCVd,价格,0,
2zF6AfHu5GoP0nSD,动力,0,
mF4PUT1vKM8gIAsi,外观,1,
ReGAf51HQagx8Zmi,动力,0,
iL0eoJjRnWKlU4av,油耗,-1,
zDwITtMRVu10sqey,油耗,0,
PMeBcRxizIaNmAC7,油耗,0,
sghfQnLUcSOu4DFJ,外观,0,
ikqn9SVU1dDFeYpb,油耗,0,
HRLxcVG8YaWArDqd,舒适性,0,
tka3Nq9TAR5BH7Ij,价格,0,
TSU6zwZnRQ4cuqLB,舒适性,0,
k5A2oECXbvlxpWF1,安全性,0,
lZdp0QNELeyfo8Di,操控,0,
iJDBmlQzdhKw7jYg,价格,1,
CGHU6PwzZKXduLVI,操控,0,
3GtNOfDcna4Mzk5i,动力,0,
LofFZtYiRkwd6bpy,配置,0,
8E6B9V4pZ5jtXInA,安全性,0,
mJjQ4GHoElIXfqAU,舒适性,0,
k8rL1RFvXEVwINMH,动力,0,
9dEcZPq2Vb0rfupR,动力,0,
IxGULQg6vNziM9uB,安全性,0,
0AghVaU3zovyfZK6,油耗,0,
YzigLBmP9naDrOkd,操控,0,
YT5pdexbmOQwG7hR,动力,0,
mebpq27hozx0Hv4a,价格,0,
2vQZt3cUpPxq1aFb,油耗,0,
mvkRl7asobxzLMyG,动力,0,
L1esR8dohQwbTaWD,动力,0,
x82sm1ahFYI6jpqc,安全性,0,
PLCZmuQ4GRUqAlz5,外观,0,
kRxYP9qzbWef47mc,安全性,0,
fJdn62OWukaoe4mM,动力,0,
qBLiW1NTHk9KguQF,油耗,1,
svpaOCbPeKwWtxud,舒适性,0,
lkJziVEyecn7d5gh,舒适性,0,
sLJc1tXdGQUeVhEf,配置,0,
dc6lm3E98HUX1BqT,油耗,0,
5kyiUJ0LTNMVFZfq,油耗,0,
qi9FRgkn70yJhV8d,操控,1,
o4BK31rvGf6JuDZO,动力,0,
faUv4IeOMgAJD7NE,油耗,0,
otQSEuPxej9lZnRI,舒适性,0,
hcapYTBox42WsSZI,外观,0,
9vnib5NlZmXjGRsw,价格,0,
kJ3zZl2fvH1sO5SQ,舒适性,0,
VYJEH3N0ZkGt5Xvy,配置,0,
RVGhbxrfQcIwlFdL,安全性,0,
LWm1dies9EY6FAIk,空间,0,
t4YZpKuxUPTziljS,价格,0,
XjLzFYus5S6icta1,动力,0,
tqJge3EvVFUkxd05,操控,0,
jZRuDrH5O2XG16Ac,动力,0,
mreCtuKXFwYsi0z6,空间,0,
6b1yQrFJhdi2aZso,价格,0,
wDxEtaUH3zLoPAI2,价格,-1,
pHshzjOT3MQB8ikg,动力,0,
UjvyLAzGgJIRDbla,舒适性,0,
eDxluSgqH0ch9YiO,油耗,0,
icMQmPJA9Sv0KGTw,舒适性,0,
CkpXzGLZSt6YiRJ3,操控,0,
8ijAZKYdwx5BXeEz,油耗,0,
aKEvnRIi9sjpV5OF,动力,0,
oLOFZx6IuyH9CAEB,油耗,0,
UzlawP67YSAO1HWD,配置,0,
HwhtEmxKsTj1aCIP,动力,0,
G0aXfEIqVdRWvF9b,油耗,1,
SVaOfb1hoyPzv7Lq,空间,0,
j5dpvDJ80YWPSew3,安全性,0,
j7FmnNEyAGBHTu51,舒适性,-1,
3Cw8jkALXivOMqfx,动力,0,
Wt6bxF4HqgRUzMTZ,动力,0,
R6XfcNGFio7Sq9VA,操控,0,
Z1kNWAOM9rYol0Ve,舒适性,0,
bkx98mnYLCe3WDzd,油耗,0,
QjFJXPzDYsV1IRWO,操控,0,
pQLoOrdDjFENC5IP,安全性,0,
jFysDmnNYI1RK9A5,操控,0,
DYrSPJLoywAdingm,油耗,0,
pGEBk04J1dcLUThW,价格,0,
q4webEMXRSyDN5Qf,价格,0,
4tlfWveDHL9wcZ7m,安全性,0,
a8ZDevQHbqX2JiSu,操控,0,
UR7s1tVcHXWNTZhy,安全性,0,
p5diMJHQ2AchUxVF,动力,0,
3IxjdMX1y4NOf6Dn,动力,0,
jaOzYwbXlD4sMEfe,操控,0,
vgAGd6BS4pHa29Rt,动力,0,
k2yucZ7QgNDK5Xo1,动力,0,
voGhsAS2uf8jCpWw,安全性,0,
ZFDQvjqLe042yWr8,配置,0,
8Lg4uaXWwNHTnUhb,动力,0,
7vEhqRNMyJf4bk2S,配置,0,
SrzCwMmb23Uf7PKg,动力,0,
RhfXjuWbNzQPAmTx,操控,0,
KzOcf2gUuVm4oIyh,动力,0,
H6rOgMiWeovFyYQD,舒适性,0,
slUkXtKjbT2gqyZ0,空间,0,
X9tW1vklqjHU20yp,价格,0,
mxRIU03nkN7QSbKj,内饰,0,
7vlHt6GnPFKQCUVI,动力,0,
Cy0ZOxkKhMoETNqS,油耗,0,
c4yJrMVACb6iH2t9,操控,0,
rsPHOp7WeK2uYgb6,价格,0,
k6KDiRX7ZNSMT5cq,动力,0,
MrigDFAYRsEfINkq,价格,0,
Lw9O210Qyh5Uut73,动力,0,
2vSQnRuZdGO1MFUi,价格,0,
X8JCHV1snwA9LpES,动力,0,
geMLRpxqT4jAJC39,内饰,-1,
BMifCDqjK6JwGTnL,舒适性,0,
AXEGeoVOpmZTDnyj,安全性,0,
TU8qXLNScFeEGJop,舒适性,0,
96lEufPqmH10BpoO,动力,0,
cXPlC8xS9NBoZmvI,舒适性,0,
fGRenlp71ZDuACEY,油耗,0,
rhD8GPSuysxOlYAa,舒适性,0,
ZVi7njCYN1403Kw6,舒适性,0,
UswApGFgzucCfJ6S,动力,0,
3NQxUShkd8iuRemf,油耗,0,
g27EQ5F4bMjSp9qc,价格,0,
yLlrQXn5hta4bG76,动力,0,
zLPXAiHmDMWnrO0c,动力,0,
mKeRHCFLgZSha3c4,动力,0,
8HV3WIDK2JUZSbFC,动力,0,
JEpFPS0tBo5O8hxu,配置,0,
ngzcR7CiS4Db1axN,动力,0,
m7FbotzxgiPfsJLS,油耗,0,
Gid8zRPEolk6q5FO,动力,0,
65t8T14jmI3BnKED,配置,0,
nmVxt4Tyv9CJW7ag,外观,0,
5lFRLkuUODQ6wJES,舒适性,0,
PQRy47eBIkvXzLmH,动力,0,
sLJc1tXdGQUeVhEf,外观,0,
nI0YSRiZdC2MEmag,动力,0,
hszDKcUSek9dyP5o,动力,0,
zqmsg8DSiG2lQLaR,外观,0,
U5RMQtopwFzDVxHm,价格,0,
fjtVdyKrDesmcGv5,空间,0,
lIZrYjg4U7aBOzwx,舒适性,0,
ZXJDu2QoKyFcantL,价格,0,
zfY1mTl6IdCeN5oW,动力,0,
USo8k1D2Zwh56vVB,舒适性,0,
HPR0bSL3CZhuXiNF,价格,0,
hScziZFfO71Gb02l,动力,0,
7fe5siYPBWZADda8,动力,0,
Ia2LrtOkdXybueES,油耗,0,
sTEj9duGX2zAqIr8,操控,0,
eE7PXURqbvwxh9GO,安全性,0,
PSZohVxMmTkD821t,动力,0,
lusRDiW3pwaC1g6G,动力,0,
8tU9biECpJdRGhaL,油耗,0,
5DzJlZEOe2VLKpSX,动力,0,
0aUzxbsfLNnljZMS,空间,0,
HMb4EDrQAZgJy5RW,油耗,0,
nNpYZdeQERiutcD6,动力,0,
vP56NeZdJA8jtXmF,配置,0,
jZTniaUmkgNuroEL,操控,1,
SZDd2UfnJ8lOxLTF,内饰,-1,
aI6hN1ovMDLJGBti,内饰,0,
GRlhBtC0dvqozcDr,外观,0,
yhWKJkC6RxTUtnYB,动力,0,
0Yj4uHZJSBzlD7ix,动力,0,
EBh3kYb5eanuLqw7,价格,0,
t13HaBqTUZF7Yeju,油耗,0,
DlyhrFJX45Wq16aE,安全性,0,
rgv1ykaC29JoQlcu,动力,0,
fDUYhMEs9wBW1o3L,空间,0,
qIn7kULExg92VMcK,油耗,0,
zsADXh4cYeUjEKSP,动力,0,
ouMTnWL81gZemPi9,安全性,0,
RF9YTAlbQU5CagdN,外观,-1,
D2HpBfqwoecTkhdS,配置,0,
lMSvUoJmbs5aOAr4,配置,0,
lT1uLWgaswAOUjdk,舒适性,0,
7ie4ysZjXJ5VUDuM,内饰,1,
YBVgolr0QpKSHtjM,油耗,0,
khWTLVBRobvUn3Ga,油耗,0,
P3DW07uNKaj8sCRr,动力,0,
QKtFkz9vn68ErxUm,价格,0,
GNa1PiTpkvQS7Brl,动力,0,
8T4wfUGLgxm20WZp,油耗,0,
Nk2DL9OcyhegrEid,价格,0,
XEQvpHbD7Z6kPVyA,动力,0,
TNP8GkgvxcYJ51dS,内饰,0,
x6mbO2rHfU3hTej4,内饰,-1,
Oeb0NAwXUjsxJDqH,配置,0,
LaPs4F8Q9q0Wewp5,安全性,0,
csV2lerGbWHDM7uC,内饰,0,
1782QoS3I4XrgZba,舒适性,-1,
dRpfDLrSM0sYWvIB,动力,0,
zGhESjKu9sRvXqo3,动力,0,
ogGOmYu1jtDZQ9aE,动力,0,
lUEiy21aFHVdfK8M,动力,0,
Wr5lt8Xi0dVavhSe,动力,0,
fn6JCwyV52ExNoAB,舒适性,0,
3dOu6RFEPH7UKp5w,价格,1,
xQbOMh3lHYJNAWsv,动力,0,
cYPmsrJMOa4nlDou,操控,0,
udoS4CNYz95EI3A2,空间,1,
QrHi1I9AM75BdZcu,舒适性,0,
tHWyUYRxdGbqf753,动力,0,
l94kJgMBpYoODyzQ,安全性,0,
rM6sP4AXpCfNc7xR,价格,0,
NO8VzjCTMpQ3Hcul,动力,0,
Y2C4dxzm9JLKywXu,配置,0,
XGRehAmp9QSzZCNL,价格,0,
3W9IVfP4BuTlv6Fa,外观,0,
mwgrVdS0lceuPjH1,舒适性,-1,
4vedD3ThESw9KJxN,动力,0,
p4kMIBeaTxqrHFCS,舒适性,0,
Z1kNWAOM9rYol0Ve,空间,0,
Np8JIeV0kgx6yHjU,操控,1,
Wguopj3ZQzSH6Bx9,动力,0,
rEG7UsMicjYIuO0H,安全性,0,
92GLtM6NPu0CQlbq,价格,0,
lByQnzOS3A7f0ZPu,油耗,0,
3BKOx5DzMaQsi0RZ,油耗,-1,
ytm3xPrzZ4OuXIH1,动力,0,
Mglj9pKWkY7Isixm,配置,0,
ocn2sERkmjqQXu4a,动力,0,
pLKVyHlB9n6Yr4XC,操控,0,
CLo6f4RbAyFB3I05,动力,0,
Fq1kRMwxEa0rnJyh,操控,0,
pZwnM9mjutIRUkXs,内饰,-1,
AGjnT4Dd8bOokZz2,空间,0,
oEw5Vt6lpeX2Adg9,舒适性,0,
otT6DmhdEpx5Q74R,配置,0,
6GjoJk7wyDZVFQ3C,内饰,-1,
bOrtawLljMfyNK37,油耗,0,
fxyncAKhsDum2Oob,油耗,0,
SUV7QinvDBPmL5OC,价格,0,
1qT9KYyC8el7Om4M,舒适性,0,
lQEBMIFYh3W2ZRda,价格,0,
7OBdlZ6YKp95SVGH,舒适性,0,
yvEOU7I2Z9pbMtNz,动力,0,
w2djv1uBiVHhNIAQ,配置,0,
foTKrM9SHGp7nuE0,动力,0,
hNiGFEPdTZJoKOqf,配置,0,
0avxYXt4Ld2TDHVq,外观,0,
0PLuvKeUR7rkHsot,内饰,-1,
k24K1ZcWOSYJ07Em,安全性,0,
uTmyopKDFQVvC9jt,配置,0,
bdqIDluG5kZ8yB0E,动力,0,
QvF7YN3B0UdfjpLT,油耗,0,
GdPUZvlCm438WtS5,油耗,0,
bx87EnuPHgq0Vy6e,价格,0,
4MJFjzA0lOP7WLQr,油耗,0,
i8hcmETg5CBa02Sj,油耗,0,
tfIs4yCeYoFlBP3K,配置,0,
bEKPlxQCA4pcwHNU,动力,0,
2YvN9c8p3yrlhIQt,外观,0,
wxzmSrR20gA5kdQa,动力,0,
zalAOVtiG1Upe8Jk,空间,0,
PXrktuZ4oGTNdlyQ,舒适性,0,
EWYyMFKH31x5GleP,动力,0,
O1KpuZhFacmY8AXk,操控,0,
93pxjCQnsPHiXTml,动力,0,
uGTir0Q8SBej1wAN,配置,0,
x9GXPl40AZ5TNiBh,内饰,0,
ZGnLHOQMUmTYfusI,配置,0,
PYnqkagN7J9lGbX4,配置,0,
KDk7SlN9q1BcFa2u,安全性,0,
OLTDzsIkWUeYKHX3,价格,0,
2w1orQ7IHc9piAuV,价格,0,
Lp10l8mH6BTKExyP,安全性,0,
PXdW23e95gLOhBaf,油耗,0,
mCtk2EcWaBZRTzG4,操控,0,
H0ibSq4ndAzyE1hI,动力,0,
6RcohtkEwFMg3Zx5,价格,0,
znAvgJaTW4M0BfmG,动力,0,
389Drm5jzBFvIZ2i,动力,0,
SEFvD0TOQgnlJsWK,操控,1,
TmBDYCLkqhX68ysv,价格,0,
yYc8UX9WwPen0FbI,油耗,0,
JhjbDXaK5oAVzUwN,价格,0,
jMB2W7Pdm1epbYNl,动力,0,
WNyUMEbpTzxGYm9e,舒适性,0,
1M3ASJzo8XjtKBqE,动力,0,
jmBWZfLGlaz2nJUu,油耗,0,
lZIUTWFehBJpPEkX,动力,0,
GjcNvgzmyAlk0CtU,配置,0,
wDhOp9q0JeCAod2G,价格,0,
9v7qXWnwuIgKDBER,动力,0,
bKsdJG5Bu4QFfAEL,内饰,-1,
0gKMWbXrF2qyRTEk,操控,0,
iVy9LYUc8HeQ0sdF,价格,0,
vbUMhGZKA6Jzn2DN,油耗,0,
mkCj5cg1rTxzE7Kv,油耗,0,
9ldhWyQnDV3Bpr4J,外观,0,
mUHbaghwpnzBtME9,配置,0,
xehQGn9UXiu7Z28I,价格,0,
VocwTNU3JkR50mvI,安全性,0,
jSERDcwzuegam0Gi,动力,0,
fApirRuzwkNdanVH,内饰,0,
enEtRf5B8Ij92uz4,油耗,0,
bDqpuTMz2oiR1kvS,外观,0,
JDwFsuZQMy5mVRzp,配置,0,
nGKN8ZPRX7bd9J0t,安全性,0,
xlCcQsGXBZd3hR91,价格,0,
f62Gp0gW98REZAuw,操控,1,
IUOaATJujgxtLpsw,内饰,1,
FR7zjZJHgqWs3oPc,外观,0,
7MtT8ZihRLFqO1bw,内饰,-1,
P3DW07uNKaj8sCRr,操控,0,
bsSwZUhKyEC2zpav,油耗,0,
SVDsGBzTyR7geUJZ,动力,0,
8T2Z9F6LexqXrIdQ,动力,0,
LdQKwOs6hTbY9gfM,内饰,0,
1hM4eqwczXF6buG2,动力,0,
QcaG9HgAwBmpuiZF,动力,0,
tusndCeJTcZWXl1M,操控,0,
L4xNKFochkw71QBZ,配置,0,
tpl0FmwfHdM13qZK,操控,1,
VqT6oaI7dRkEsvJh,操控,0,
RL8iomre3TPFyBqa,动力,0,
7PmnvLBwJSoUxf0G,配置,0,
uzHYh189ySlcvQtL,配置,0,
foxsAMS3TVwvdiPh,配置,1,
kFo7T8n6wXICfc3d,动力,0,
DYhuU8SPpywX2eN9,动力,0,
6oPvUG1VLyzSKxOM,操控,0,
fAhkYX2HCdLWejRb,油耗,0,
xDOnv0fUogsFlkuC,内饰,1,
k3dnRXbhuqiMje8D,操控,1,
HsIpqzCDF5cA39PZ,油耗,0,
KTdD7U8JiFE26GLb,动力,0,
WmHgCXdOIslED5NQ,价格,0,
RQnhPEt8q0BOlS46,配置,0,
6wxXOpZHJ9CNtdeT,动力,0,
Qi3VU1KWJEP8egYC,价格,0,
cqbNCaWf31yOFk2z,操控,0,
E3NbgOkJ9tlinSDp,动力,0,
9gO4pMXdBi6xD0lW,安全性,0,
6sCNZQ0854b9k2ep,舒适性,0,
xSTt0OV9nYkb6NEa,操控,1,
YGIRkO0Zh4NtVnmF,油耗,0,
63RsQ9a0JqXobE4m,动力,0,
nCeg1Kv7p0wfGz26,动力,0,
FjfwQc9OmzDuVA0p,操控,0,
SVIfiYWeB2yaGCQv,内饰,-1,
RaybZnkleEsQvUwC,油耗,0,
iqfN9xbm4kestrQn,空间,1,
SclmZXYIUoBv478b,油耗,0,
SNZAupTeyE8f3DOa,舒适性,0,
bagL1329tZij0Pme,舒适性,0,
RAhPKc3w7zYvTkoD,动力,0,
Aa73jxLqprzgl5VT,操控,1,
Zl8IfcmpNrLVAPS4,操控,1,
1QDHtwCLTPKxBFyV,内饰,0,
eTKhpqbosaRn5jLZ,配置,0,
qy54altSUH6NnjzI,油耗,0,
wKWzETpquPZSohLj,动力,0,
tPHVDaFl6JZX3QOT,空间,0,
Gi3vb2Ha0zCoTk75,操控,1,
sNtAReLBfbXuTcyH,外观,0,
ZwWhIekUOgL2TaVf,价格,0,
6vnwrqt9EU048AJD,操控,0,
QqmEuP4l6sMTXASx,油耗,1,
V3xslWKOyv9ILquX,操控,0,
UZt5DT9jcW6pJam4,操控,0,
cdV1254iqHpAawt7,动力,0,
WL6HsMEi3kNXjbwQ,油耗,0,
5jHabez9oxP4CY8O,油耗,0,
aExKDj9fJ3uMWRAh,动力,0,
n7dWQKx5ZtS2NLvu,动力,0,
WQ8e0VLzm1Nck3jt,价格,0,
Bdw4SNHzOleoPqWj,操控,0,
h6bvqfCNMaJ8p0QR,外观,0,
kewO9xHJuqIoA4jF,内饰,0,
ZRSP1JekE783vNiw,价格,0,
g2vFMCd1N4i97KUQ,价格,-1,
6V5S9TmChcoGRbYg,舒适性,0,
XJ3komsO4CZ0KFYr,舒适性,0,
1rGSYnOx9Fb2ULQX,配置,0,
oWMCgrBjRVFU0mKN,空间,-1,
mouaUxBnX2vHPYsR,内饰,0,
BGE1XAJ6iCZ9uclf,油耗,0,
oPmtKcq25v7i1WBL,动力,0,
7Trbp0cZ4wfnJdxj,安全性,0,
ZAPEkuB72jnC45lO,动力,0,
fqWAnpjt7x4uRYCX,价格,0,
9d8lKywa3B0PfLM2,动力,0,
ayLZMdpuOilGv6qF,价格,0,
uPCDeFYmpcfRz1tQ,配置,0,
iQTYVo8k1nDWMUws,内饰,1,
vu6eVD7EHGRQJULC,安全性,0,
X5fKCPbQla9MGyO6,空间,0,
ifU6TJRIqQ83MBm1,操控,0,
WmOC83jat54SvqiP,动力,0,
xapJi6lVUC0oH9Py,配置,0,
Q4lp0HBNfTD2xYAv,操控,0,
95yan1o6CpQ2A0Ew,安全性,0,
kKxJLtQApVnogGl6,动力,0,
lSQtCEDvrhdxG5LU,油耗,0,
HEORumQAIFNMzDd5,油耗,0,
HkaSb1yPMxmniAOl,动力,0,
krfRF6zIw8uNjZhx,操控,0,
gWMql7QIZcVFX6y0,油耗,0,
4oye1CWiz3OBaKTl,动力,0,
7PYVKRsj3Ftm0Wop,价格,0,
wHYay9uoQIO25Rht,价格,0,
pgUqmf15zBdHi4Et,动力,0,
guCoQmIawZqz374R,动力,0,
7b0pJw65YcICoUzZ,动力,0,
h1EMXCOJgZmAU6Pz,动力,0,
jDBJL5h3N6UK0YXV,动力,0,
qtW1wiyejr4zF3Hu,动力,0,
AlF5rQZI2mgRdhGi,动力,0,
m1d2uePf9JFGbg8a,安全性,0,
XQLp1W6PUGiSueDC,空间,0,
ZltvGnA5m13WLTKg,动力,0,
SEFvD0TOQgnlJsWK,动力,0,
e2maqIsDiCNpbUyX,配置,0,
6Tl3EBqAXL0o7sSM,配置,1,
DhQW8jsTpyqw06o5,油耗,0,
BC5xyqD04oWeYRbl,安全性,0,
XdaQmi2cAYqHENIx,油耗,1,
wogvV9fYFN2uHxMa,舒适性,0,
4p5xbNDUMLAwvzrY,动力,0,
WPIkOoDsAQl7hiTN,价格,0,
rytcHs5GMUWREKfj,内饰,1,
inNDaCQcu5W0xKSv,动力,0,
LAxDmybokc5IijXh,动力,0,
6Zf9kPLzJDMnxaA1,动力,0,
cL9T6irqHNDsZfPe,空间,0,
cqbNCaWf31yOFk2z,动力,0,
pLKVyHlB9n6Yr4XC,配置,0,
1UFKiJnMPgWyGpHc,安全性,0,
yBOG7JzfwRZxHVUo,动力,0,
qju7rk4scUKJ1gzY,操控,0,
dXf2rtkJHZPY0O6z,舒适性,-1,
rjDtVbpdoYgfmnTQ,油耗,0,
PZaUybTwCt4jqsnv,动力,0,
4Nl2xiHZkwfqG5Lh,安全性,0,
YdwaSTE8ltUiZHDM,油耗,0,
uA95avdpWL3YmUGf,舒适性,-1,
G5WVJdhNEr71HyBI,动力,0,
THFr9R5wPhEgeLus,安全性,0,
cC7ZJ9QgyFRduO4w,舒适性,0,
SyZ6BOmLAeYc09pf,安全性,0,
mWbG5Zc1zwy6KtjV,动力,0,
CXLI764WJbzQhcSZ,动力,0,
NGRFH02YfvIpnDZO,配置,0,
4tWrTOAjecVDyFYl,油耗,0,
w3smqIt0CP5yJzSQ,配置,-1,
6yzHFPa2VT09plQj,动力,0,
QLfuikY4NcvKZjW6,油耗,0,
4grifhEPpnxc0WS3,价格,0,
3ufdvW9n6LpxtUmo,外观,0,
gto9WmBOENS3cXKs,动力,0,
n9dFxNf8SVY6wIb7,配置,0,
dtcU9gDBOFwMKy1j,操控,0,
42VhMRSsCcn85kEd,动力,0,
qRL2WfeDsHiExTJV,动力,0,
Sow4k2ylRDgvFm3f,价格,0,
IPMSkDGKeciJZmTf,舒适性,0,
OxkuXFay5GLP1eIh,操控,0,
NAC6vpWtqaTQYXD8,内饰,0,
CY8f92BOTH3t5lW6,舒适性,0,
eiR0Iy3lLo8JEYgd,动力,0,
q6E5DiKcn0GBZxoT,油耗,1,
EWSFin1l7JCw0yOb,舒适性,0,
G06n5apCJTUyW7dh,价格,0,
mkL5BqDI0K72WYip,动力,0,
ytglEGzINRCJ0rvL,操控,0,
z1Vy3OLYhdZjrW9m,油耗,0,
TMYuydGFgJOWSsLx,安全性,0,
jRIDftoT6FSWVA4Z,油耗,0,
eNou2KY4lv1CBD8n,舒适性,0,
iKM0y9SRhw1raBps,动力,0,
cSAgX960KizLGv1e,价格,0,
Tw9nMdNusAitK6LD,动力,0,
wEgZ92N4b6AMOkxS,价格,0,
HsRBODZpbreXM1nP,动力,0,
TfQUE3IXugtVsHFN,空间,0,
0hcGSNLWQne3kuqE,价格,0,
qBLiW1NTHk9KguQF,动力,0,
Cj8LbX4Gs1icVz9P,配置,0,
jZTniaUmkgNuroEL,安全性,1,
jzTRF17bABPMOXZp,动力,0,
v6iprjTLdctoJW3b,操控,0,
4Gu5FCl1ypm3MYjh,配置,0,
jN3kMlzEJiRSm6Tr,动力,0,
iQBEyOb6tc38jhvC,动力,0,
trkwUxXBOTW8scKv,操控,0,
sI6Bwh7P3OuHftLr,动力,0,
xbHDrupSlPEoGLQ1,操控,0,
ZMD2lEGc1F5uvbKY,操控,0,
BnCoOXjLN9GAduti,操控,1,
BcEzqdb6HlyGae17,价格,-1,
